status,score,title,company,location,rate,c2c,source,url,added
pending,8,"Java Backend Developer | Berkeley Heights, NJ (onsite) | F2F interview required | contract W2 only",Next Gen Software Solutions LLC,"Berkeley Heights, NJ",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466098968,2026-09-14
pending,8,Space Operations Computing - Software Engineer (Level III),Barrios Technology,"Houston, TX, US",$nan-$nan/nan,,indeed,https://www.indeed.com/cmp/Barrios-Technology,2026-09-14
pending,8,Full Stack Java Lead/Architect - Heavy Angular - W2 Contract,MASTEK IT,Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4465550920,2026-09-15
pending,8,Java Backend Engineer (W2 Contract only/ No 3rd Parties),CBTS,"Cincinnati, OH",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466516292,2026-09-15
pending,8,Senior Full Stack Java Developer (contract),Wells Fargo,"Woodbridge, NJ",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4464180094,2026-09-15
pending,5,Lead Java AWS Developer,CoreTek Labs,"Tampa, FL",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466557058,2026-09-15
pending,0,Senior IT developer - JAVA,"PlanIT Group, LLC","Raleigh, NC",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466748930,2026-09-14
pending,0,Senior Java Software Engineer,DRISHTICON Inc,"Pleasanton, CA",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465456042,2026-09-14
pending,0,Senior Java Software Engineer,TriCom Technical Services,Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4465457969,2026-09-14
pending,0,Java Developer [AQ-17552],Aquent,"Southlake, TX",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4464741104,2026-09-14
pending,0,Full Stack Java Full Developer,Ket Software,"Lake Mary, FL",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465442175,2026-09-14
pending,0,Sr Java Developer (Plano) x2,Matlen Silver,"Plano, TX",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4464799811,2026-09-14
pending,0,Sr. Full-Stack Java Software Engineer,TriCom Technical Services,"Kansas City, MO",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466111357,2026-09-14
pending,0,Senior Java Developer,Aquent,"Southlake, TX",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465788036,2026-09-14
pending,0,Java Full Stack Engineer,"Ascii Group, LLC","Sunrise, FL",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4467094786,2026-09-14
pending,0,Java Developer – AI & Microsoft Copilot Studio,Apex Systems,"Kennesaw, GA",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466407411,2026-09-14
pending,0,Java Developer (Amazon Connect),"Aroha Technologies, Inc","San Antonio, TX",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4464144102,2026-09-14
pending,0,Senior Java Engineer,Experis,Remote,$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466124496,2026-09-14
pending,0,Sr. Java Developer,Hallmark Global Solutions Ltd,"Berkeley Heights, NJ",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466116257,2026-09-14
pending,0,Senior Java Developer,Accord Technologies Inc,"Chicago, IL",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4467274705,2026-09-14
pending,0,Java/Scala Developer w/ trading domain experience -   Hybrid,"Yoh, A Day & Zimmermann Company","New York, United States",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4467280137,2026-09-14
pending,0,Java Software Engineer,Vertex Solutions Inc.,Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466118158,2026-09-14
pending,0,"Sr. Java Developer (10+ years)----Omaha, NE(5 days Onsite)_Virtual Interview/Alpharetta, GA (Onsite)_In-Person Interview",Envision Technology Solutions,"Omaha, NE",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467287880,2026-09-14
pending,0,"Full Stack Java Developer - NC, AZ, TX",Apex Systems,"Charlotte, NC",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467212503,2026-09-14
pending,0,Programmer Analyst 6- Java Developer,"Aroha Technologies, Inc","Lansing, MI",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466119553,2026-09-14
pending,0,Filenet Java Developer,Arkhya Tech. Inc.,"Charlotte, NC",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465223118,2026-09-14
pending,0,Java Full stack Senior Software Engineer,Arkhya Tech. Inc.,Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467762556,2026-09-15
pending,0,Senior Java Developer,Eliassen Group,"Boston, MA",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4465562452,2026-09-15
pending,0,Entry Level Java Developer,BeaconFire Inc.,"Florida, United States",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4461409530,2026-09-15
pending,0,Java Developer,Omiz Staffing Solutions (OSS),Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467217036,2026-09-15
pending,0,Java Developer,7Th Sky Tech,Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466534833,2026-09-15
pending,0,Senior Java Azure Cloud Engineer,PTR Global,"Tempe, AZ",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467760433,2026-09-15
pending,0,"Forward Deployed Engineer (Java, React and GCP)","Delta System & Software, Inc.",Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466518925,2026-09-15
pending,0,Java Full Stack Developer (MBSE Integration),Pacer Group,"Dearborn, MI",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4465536848,2026-09-15
pending,0,Full Stack Java Developer - NC,Apex Systems,"Charlotte, NC",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467203608,2026-09-15
pending,0,Programmer Analyst 6 -Java,My3Tech,"Lansing, MI",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465546828,2026-09-15
pending,0,Java Developer,Sligo Software Solutions Inc.,"Albany, NY",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465593827,2026-09-15
pending,0,SDET – Java Test Automation,JMD Technologies Inc.,"Albany, NY",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466124578,2026-09-15
pending,0,Lead Full Stack Java Developer / Technical Lead - Level III,Sligo Software Solutions Inc.,"Albany, NY",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466402329,2026-09-15
pending,0,Sr. Software Engineer (Java) W2 Role || In-Person Interview ||,GTECH LLC,"Dallas, TX",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4467766729,2026-09-15
pending,0,Application Developer II (Java and Python)  #26-23364,US Tech Solutions,"Pittsburgh, PA",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466581700,2026-09-15
pending,0,Java Backend Developer,Highbrow Technology Inc,"Atlanta, GA",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465218208,2026-09-15
pending,0,Java Developer,Maagsoft Inc.,"Albany, NY",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465903625,2026-09-15
pending,0,Java Springboot developer,"Georgia IT, Inc.",Remote,$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4468220564,2026-09-16
pending,0,Senior Full Stack Software Engineer – Java/React & Mobile,Tech Observer,Remote,$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466209468,2026-09-16
pending,0,Java Developer,Dexian,"Irving, TX",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4466515027,2026-09-16
pending,0,Java J2EE - Advanced,PTR Global,"Tampa, FL",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4367349238,2026-09-16
pending,0,X4 Java Dev - Intl Promotions,Apex Systems,"Sunnyvale, CA",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4467909358,2026-09-16
pending,0,LEAD JAVA DEVELOPER,SKM Group,Remote,$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4466864507,2026-09-16
pending,0,Lead Java Developer,Envision Technology Solutions,"Berkeley Heights, NJ",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4468236830,2026-09-16
pending,0,Sr. Java / Python Devleoper,Motion Recruitment,"Pasadena, CA",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4468222642,2026-09-16
pending,0,Java/Camunda Developer,Matlen Silver,"Charlotte, NC",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4465324207,2026-09-16
pending,0,"Principal Java Software Engineer - Woodlawn, MD (Onsite Role) - W2 Role",Steneral Consulting,"Woodlawn, MD",$nan-$nan/None,,linkedin,https://www.linkedin.com/jobs/view/4468255688,2026-09-16
pending,0,Fullstack Java Developer,"IDR, Inc.","Eagan, MN",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4468292839,2026-09-16
pending,0,Sr Java Developer,Amtex Systems Inc,"New York, NY",$nan-$nan/nan,,linkedin,https://www.linkedin.com/jobs/view/4468278746,2026-09-16
